sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,text_lemma
16803,Le Seigneur des Anneaux,,,286,286,291,"C'était un grand ami, et il était notre guide» «Alors, je peux répondre à vos autres questions, dit Sylvebarbe.","CEêtre un grand ami, et il être notre guide» «Alors, je pouvoir répondre à votre autre question, dire Sylvebarbe."
16804,Le Seigneur des Anneaux,,,286,286,291,"Je ne vais rien faire de vous, si vous entendez pas là ""vous faire quelque chose, à vous"" contre votre gré.","Je ne aller rien faire de vous, si vous entendre pas là ""vous faire quelque chose, à vous"" contre votre gré."
16805,Le Seigneur des Anneaux,,,286,286,291,Nous pourrions faire des choses ensemble.,Nous pouvoir faire un chose ensemble.
16806,Le Seigneur des Anneaux,,,286,286,291,Je ne connais rien des côtés.,Je ne connaître rien de côté.
16807,Le Seigneur des Anneaux,,,286,286,291,"Je suis ma propre route, mais la vôtre peut coïncider avec la mienne pendant quelque temps.","Je être mon propre route, mais le vôtre pouvoir coïncider avec le mienne pendant quelque temps."
16808,Le Seigneur des Anneaux,,,286,286,291,"Mais vous parlez de Maître Gandalf comme s'il faisait partie d'une histoire terminée» «Oui, dit tristement Pippin.","Mais vous parler de Maître Gandalf comme seil faire partie deun histoire terminer» «Oui, dire tristement Pippin."
16809,Le Seigneur des Anneaux,,,286,286,291,"L'histoire se poursuit, mais je crains que Gandalf n'en soit tombé» Le seigneur des anneaux Page 289 sur 289 DEUXIEME","LEhistoire se poursuivre, mais je craindre que Gandalf neen être tomber» Le seigneur de anneau Page 289 sur 289 DEUXIEME"
16810,Le Seigneur des Anneaux,,,286,286,291,PARTIE,PARTIE
16811,Le Seigneur des Anneaux,,,286,286,291,LES DEUX,LE DEUX
16812,Le Seigneur des Anneaux,,,286,286,291,TOURS,TOUR
16813,Le Seigneur des Anneaux,,,286,286,291,Livre III,Livre III
16814,Le Seigneur des Anneaux,,,286,286,291,"CHAPITRE QUATRE SYLVEBARBE «Hou, allons donc! dit Sylvebarbe.","CHAPITRE QUATR SYLVEBARBE «Hou, aller donc! dire Sylvebarbe."
16815,Le Seigneur des Anneaux,,,286,286,291,"Houm, hem, enfin..»","Houm, hem, enfin..»"
16816,Le Seigneur des Anneaux,,,286,286,291,"Il s'arrêta, le regard longuement fixé sur les Hobbits.","Il searrêter, le regard longuement fixer sur le Hobbit."
16817,Le Seigneur des Anneaux,,,286,286,291,"«Houm, eh bien, je ne sais que dire.","«Houm, eh bien, je ne savoir que dire."
16818,Le Seigneur des Anneaux,,,286,286,291,Voyons! » «,Voyons! » «
16819,Le Seigneur des Anneaux,,,286,286,291,"Si vous le désiriez, dit Merry, nous vous en dirons davantage.","Si vous le désiriez, dire Merry, nous vous en diron davantage."
16820,Le Seigneur des Anneaux,,,286,286,291,Mais cela prendra du temps.,Mais celer prendre de temps.
16821,Le Seigneur des Anneaux,,,286,286,291,Ne voudriez-vous pas nous reposer à terre?,Ne vouloirvous pas nous reposer à terre?
16822,Le Seigneur des Anneaux,,,286,286,291,"Ne pourrions-nous pas nous asseoir ici tous ensemble dans le soleil, tant qu'il y en a?","Ne pouvoirnous pas nous asseoir ici tout ensemble dans le soleil, tant queil y en avoir?"
16823,Le Seigneur des Anneaux,,,286,286,291,"Vous devez être fatigué de nous tenir en l'air ainsi» «Hem, fatigué?","Vous devoir être fatiguer de nous tenir en leair ainsi» «Hem, fatigué?"
16824,Le Seigneur des Anneaux,,,286,286,291,"Non, je ne suis pas fatigué.","Non, je ne être pas fatiguer."
16825,Le Seigneur des Anneaux,,,286,286,291,Je ne me fatigue pas facilement.,Je ne me fatigue pas facilement.
16826,Le Seigneur des Anneaux,,,286,286,291,Et je ne m'assieds pas.,Et je ne measseoir pas.
16827,Le Seigneur des Anneaux,,,286,286,291,"Je ne suis pas très, hem, ployable.","Je ne être pas très, hem, ployable."
16828,Le Seigneur des Anneaux,,,286,286,291,"Mais voilà que le Soleil s'obscurcit, en effet.","Mais voilà que le Soleil seobscurcir, en effet."
16829,Le Seigneur des Anneaux,,,286,286,291,Quittons ce...,Quittons ce...
16830,Le Seigneur des Anneaux,,,286,286,291,avez-vous dit comment vous l'appell'iez?,avoirvous dire comment vous leappell'iez?
16831,Le Seigneur des Anneaux,,,286,286,291,» «Cette colline?,» «Ce colline?
16832,Le Seigneur des Anneaux,,,286,286,291,» suggéra Pippin.,» suggérer Pippin.
16833,Le Seigneur des Anneaux,,,286,286,291,«Corniche?,«Corniche?
16834,Le Seigneur des Anneaux,,,286,286,291,Marche?,Marche?
16835,Le Seigneur des Anneaux,,,286,286,291,» suggéra Merry.,» suggérer Merry.
16836,Le Seigneur des Anneaux,,,286,286,291,Sylvebarbe répéta pensivement ces mots.,Sylvebarbe répéter pensivement ce mot.
16837,Le Seigneur des Anneaux,,,286,286,291,«Colline.,«Colline.
16838,Le Seigneur des Anneaux,,,286,286,291,"Oui, c'était cela.","Oui, ceêtre celer."
16839,Le Seigneur des Anneaux,,,286,286,291,Mais c'était un mot irréfléchi pour une chose qui a toujours été là depuis la formation de cette partie du monde.,Mais ceêtre un mot irréfléchi pour un chose qui avoir toujours être là depuis le formation de ce partie de monde.
16840,Le Seigneur des Anneaux,,,286,286,291,N'importe.,NEimporter.
16841,Le Seigneur des Anneaux,,,286,286,291,Quittons,Quittons
16842,Le Seigneur des Anneaux,,,286,286,291,-la et partons» Où irons-nous?,-la et partir» Où allernous?
16843,Le Seigneur des Anneaux,,,286,286,291,» demanda Merry.,» demander Merry.
16844,Le Seigneur des Anneaux,,,286,286,291,"«Dans ma demeure, ou l'une de mes demeures», répondit Sylvebarbe. «C'est loin? » «Je ne sais pas.","«Dans mon demeure, ou leun de mon demeure», répondre Sylvebarbe. «CEêtre loin? » «Je ne savoir pas."
16845,Le Seigneur des Anneaux,,,286,286,291,"A votre avis, peut-être.","À votre avis, peut-être."
16846,Le Seigneur des Anneaux,,,286,286,291,Mais quelle importance cela a t'il?,Mais quel importance celer avoir teil?
16847,Le Seigneur des Anneaux,,,286,286,291,"» «C'est que, voyez-vous, nous avons perdu tout ce que nous avions.","» «CEêtre que, voirvous, nous avoir perdre tout ce que nous avoir."
16848,Le Seigneur des Anneaux,,,286,286,291,Il ne nous reste que très peu de nourriture» «Oh!,Il ne nous reste que très peu de nourriture» «Oh!
16849,Le Seigneur des Anneaux,,,286,286,291,hem!,hem!
16850,Le Seigneur des Anneaux,,,286,286,291,"Vous n'avez pas à vous inquiéter de cela, dit Sylvebarbe.","Vous neavoir pas à vous inquiéter de celer, dire Sylvebarbe."
16851,Le Seigneur des Anneaux,,,286,286,291,"Je peux vous donner une liqueur qui vous maintiendra verts et en état de croissance pour une longue, longue durée.","Je pouvoir vous donner un liqueur qui vous maintenir verts et en état de croissance pour un long, long durée."
16852,Le Seigneur des Anneaux,,,286,286,291,"Et si nous décidions de nous séparer, je peux vous déposer hors de mon pays en n'importe quel lieu de votre choix.","Et si nous décider de nous séparer, je pouvoir vous déposer hors de mon pays en neimporter quel lieu de votre choix."
16853,Le Seigneur des Anneaux,,,286,286,291,Partons!,Partons!
16854,Le Seigneur des Anneaux,,,286,286,291,"» Tenant les Hobbits avec douceur, mais avec fermeté, chacun dans le creux d'un bras, Sylvebarbe leva d'abord un grand pied, puis l'autre, et les amena au bord de la corniche.","» Tenir le Hobbit avec douceur, mais avec fermeté, chacun dans le creux deun bras, Sylvebarbe lever deabord un grand pied, pouvoir leautre, et le amener au bord de le corniche."
16855,Le Seigneur des Anneaux,,,286,286,291,Les orteils semblables à des racines agrippèrent les rochers.,Le orteil semblable à un racine agripper le rocher.
16856,Le Seigneur des Anneaux,,,286,286,291,Puis il descendit de marche en marche avec précaution et gravité pour finir par atteindre le sol de la Forêt.,Pouvoir il descendre de marche en marche avec précaution et gravité pour finir par atteindre le sol de le Forêt.
16857,Le Seigneur des Anneaux,,,286,286,291,"Il partit aussitôt parmi les arbres à longs pas mesurés, s'enfonçant de plus en plus profondément dans la forêt, sans jamais s'éloigner de la rivière, et montant toujours vers les pentes de la montagne.","Il partir aussitôt parmi le arbre à long pas mesurer, seenfoncer de plus en plus profondément dans le forêt, sans jamais seéloigner de le rivière, et montant toujours vers le pente de le montagne."
16858,Le Seigneur des Anneaux,,,286,286,291,Bon,Bon
16859,Le Seigneur des Anneaux,,,286,286,291,"nombre des arbres semblaient endormis ou n'avoir pas davantage conscience de sa présence que de celle de toute autre créature qui passait par-là, mais certains frémissaient, et d'autres élevaient leurs branches au-dessus de sa tête à son approche.","nombre de arbre sembler endormir ou neavoir pas davantage conscience de son présence que de celui de tout autre créature qui passer par-là, mais certain frémir, et deautre élever leur branche au-dessus de son tête à son approche."
16860,Le Seigneur des Anneaux,,,286,286,291,"Tout le temps qu'il marchait, il se parlait à lui-même en une longue coulée de sons harmonieux.","Tout le temps queil marcher, il se parler à lui-même en un long couler de son harmonieux."
16861,Le Seigneur des Anneaux,,,286,286,291,Les Hobbits restèrent un moment silencieux.,Le Hobbit rester un moment silencieux.
16862,Le Seigneur des Anneaux,,,286,286,291,"Ils se sentaient, assez curieusement, en sécurité et à l'aise, 'et ils avaient ample matière à penser et à s'interroger.","Il se sentir, assez curieusement, en sécurité et à leaise, 'et il avoir ample matière à penser et à seinterroger."
16863,Le Seigneur des Anneaux,,,286,286,291,Pippin finit par se risquer à parler de nouveau.,Pippin finir par se risquer à parler de nouveau.
16864,Le Seigneur des Anneaux,,,286,286,291,"«puis-je vous demander quelque chose, Sylvebarbe, je vous prie?","«pouvoirje vous demander quelque chose, Sylvebarbe, je vous prier?"
16865,Le Seigneur des Anneaux,,,286,286,291,Pourquoi Celeborn nous a t'il mis en garde contre votre forêt?,Pourquoi Celeborn nous avoir teil mettre en garde contre votre forêt?
16866,Le Seigneur des Anneaux,,,286,286,291,"Il nous a conseillé de ne pas courir le risque d'y être empêtrés» «Hum, le savait-il?","Il nous avoir conseiller de ne pas courir le risque dey être empêtrer» «Hum, le savoiril?"
16867,Le Seigneur des Anneaux,,,286,286,291,gronda Sylvebarbe.,gronder Sylvebarbe.
16868,Le Seigneur des Anneaux,,,286,286,291,"Et j'aurais pu en dire tout autant, si vous étiez allés dans l'autre sens.","Et jeavoir pouvoir en dire tout autant, si vous être aller dans leautre sens."
16869,Le Seigneur des Anneaux,,,286,286,291,Ne courez pas le risque d'être empêtrés dans les bois de Laurelindorenan !,Ne courir pas le risque deêtre empêtrer dans le bois de Laurelindorenan !
16870,Le Seigneur des Anneaux,,,286,286,291,"C'est ainsi que les Elfes l'appell'aient jadis, mais à présent ils ont abrégé le nom: ils l'appellent Lothlorien.","CEêtre ainsi que le Elfe leappell'avoir jadis, mais à présent il avoir abréger le nom: il leappeler Lothlorien."
16871,Le Seigneur des Anneaux,,,286,286,291,Peut-être ont-ils raison: peutêtre disparaît-elle progressivement au lieu de croître.,Pouvoir-être avoiril raison: peutêtre disparaîtrelui progressivement au lieu de croître.
16872,Le Seigneur des Anneaux,,,286,286,291,"Terre de la Vallée de l'Or Chantant, c'était bien cela, il y a longtemps.","Terre de le Vallée de leOr Chantant, ceêtre bien celer, il y avoir longtemps."
16873,Le Seigneur des Anneaux,,,286,286,291,"Maintenant, c'est la Fleur de Rêve.","Maintenant, ceêtre le Fleur de Rêve."
16874,Le Seigneur des Anneaux,,,286,286,291,"Enfin... Mais c'est un endroit étrange, où n'importe qui né peut pas s'aventurer.","Enfin... Mais ceêtre un endroit étrange, où neimporter qui naître pouvoir pas seaventurer."
16875,Le Seigneur des Anneaux,,,286,286,291,"Je suis surpris que vous en soyez jamais sortis, mais encore davantage que vous y soyez jamais entrés: cela n'est arrivé à aucun étranger depuis maintes années.","Je être surprendre que vous en être jamais sortir, mais encore davantage que vous y être jamais entrer: celer neêtre arriver à aucun étranger depuis maint année."
16876,Le Seigneur des Anneaux,,,286,286,291,C'est une terre étrange.,CEêtre un terre étrange.
16877,Le Seigneur des Anneaux,,,286,286,291,«Et celle-ci aussi.,«Et celui-ci aussi.
16878,Le Seigneur des Anneaux,,,286,286,291,Les gens ont eu des malheurs par ici.,Le gens avoir avoir un malheur par ici.
16879,Le Seigneur des Anneaux,,,286,286,291,"Oui, des malheurs.","Oui, un malheur."
16880,Le Seigneur des Anneaux,,,286,286,291,"Laurelindorenan lindelorendor malinornélion ornemalin, fredonna","Laurelindorenan lindelorendor malinornélion ornemalin, fredonner"
16881,Le Seigneur des Anneaux,,,286,286,291,t'il pour lui-même.,teil pour lui-même.
16882,Le Seigneur des Anneaux,,,286,286,291,"Ils retardent un peu sur le monde là-dedans, j'ai l'impression, dit-il.","Il retarder un peu sur le monde là-dedans, jeavoir leimpression, direil."
16883,Le Seigneur des Anneaux,,,286,286,291,"Ni ce pays, ni rien d'autre en dehors de la Forêt d'Or n'est plus tel que du temps de la jeunesse de Celeborn.","Ni ce pays, ni rien deautre en dehors de le Forêt deOr neêtre plus tel que de temps de le jeunesse de Celeborn."
16884,Le Seigneur des Anneaux,,,286,286,291,"Cependant, Taurelilomëa","Cependant, Taurelilomëa"
16885,Le Seigneur des Anneaux,,,286,286,291,-,-
16886,Le Seigneur des Anneaux,,,286,286,291,tumbalemorna,tumbalemorna
16887,Le Seigneur des Anneaux,,,286,286,291,Tumbaletaurëa Lomëanor (En langue ent: Forêttrès ombreuse,Tumbaletaurëa Lomëanor (En langue ent: Forêttrès ombreux
16888,Le Seigneur des Anneaux,,,286,286,291,-,-
16889,Le Seigneur des Anneaux,,,286,286,291,profondevalléenoire,profondevalléenoir
16890,Le Seigneur des Anneaux,,,286,286,291,-,-
16891,Le Seigneur des Anneaux,,,286,286,291,"Terre sombreprofondevalléeforestière,","Terre sombreprofondevalléeforestièr,"
16892,Le Seigneur des Anneaux,,,286,286,291,signifiant plus ou moins,signifier plus ou moins
16893,Le Seigneur des Anneaux,,,286,286,291,: il y a une ombre noire dans les combes profondes de la forêt.,: il y avoir un ombre noir dans le combe profond de le forêt.
16894,Le Seigneur des Anneaux,,,286,286,291,"), «Voilà ce qu'on disait autrefois.","), «Voilà ce queon dire autrefois."
16895,Le Seigneur des Anneaux,,,286,286,291,"Les choses ont changé, mais c'est encore vrai en certains endroits» «Que voulez-vous dire?","Le chose avoir changer, mais ceêtre encore vrai en certain endroit» «Que vouloirvous dire?"
16896,Le Seigneur des Anneaux,,,286,286,291,demanda Pippin.,demander Pippin.
16897,Le Seigneur des Anneaux,,,286,286,291,Qu'est ce qui est vrai?,Queêtre ce qui être vrai?
16898,Le Seigneur des Anneaux,,,286,286,291,"» «Les arbres et les Ents, dit Sylvebarbe.","» «Le arbre et le Ent, dire Sylvebarbe."
16899,Le Seigneur des Anneaux,,,286,286,291,"Je ne comprends pas moimême tout ce qui se passe, je ne puis donc vous l'expliquer.","Je ne comprendre pas moimême tout ce qui se passer, je ne pouvoir donc vous leexpliquer."
16900,Le Seigneur des Anneaux,,,286,286,291,"Certains d'entre nous sont encore de véritables Ents, et assez animés à notre manière, mais beaucoup deviennent somnolents, ils deviennent arbresques, si vous voyez ce que je veux dire.","Certain deentrer nous être encore de véritable Ent, et assez animé à notre manière, mais beaucoup devenir somnolent, il devenir arbresque, si vous voir ce que je vouloir dire."
16901,Le Seigneur des Anneaux,,,286,286,291,"La plupart des arbres sont simplement des arbres, bien sûr, mais bon nombre sont à demi éveillés.","Le plupart de arbre être simplement de arbre, bien sûr, mais bon nombre être à demi éveiller."
16902,Le Seigneur des Anneaux,,,286,286,291,"Certains le sont bien, et d'autres sont, euh... eh bien, ils deviennent Entesques.","Certain le être bien, et deautre être, euh... eh bien, il devenir Entesque."
16903,Le Seigneur des Anneaux,,,286,286,291,Cela se poursuit continuellement!,Celer se poursuivre continuellement!
16904,Le Seigneur des Anneaux,,,286,286,291,«,«
16905,Le Seigneur des Anneaux,,,286,286,291,"Quand cela arrive à un arbre, on s'aperçoit que certains ont un mauvais cœur.","Quand celer arriver à un arbre, on seapercevoir que certain avoir un mauvais cœur."
16906,Le Seigneur des Anneaux,,,286,286,291,Cela n'a rien à voir avec leur bois: ce n'est pas ce que je veux dire.,Celer neavoir rien à voir avec son bois: ce neêtre pas ce que je vouloir dire.
16907,Le Seigneur des Anneaux,,,286,286,291,"J'ai même connu de bons vieux saules au bout de l'Entalluve, depuis longtemps partis, hélas!","JEavoir même connaître de bon vieux saule au bout de leEntalluve, depuis longtemps parti, héler!"
16908,Le Seigneur des Anneaux,,,286,286,291,"Ils étaient entièrement creux, en vérité, ils tombaient presque en morceaux, mais ils Le seigneur des anneaux Page 290 sur 290 DEUXIEME","Il être entièrement creux, en vérité, il tomber presque en morceau, mais il Le seigneur de anneau Page 290 sur 290 DEUXIEME"
16909,Le Seigneur des Anneaux,,,286,286,291,PARTIE,PARTIE
16910,Le Seigneur des Anneaux,,,286,286,291,LES DEUX,LE DEUX
16911,Le Seigneur des Anneaux,,,286,286,291,TOURS,TOUR
16912,Le Seigneur des Anneaux,,,286,286,291,Livre III,Livre III
16913,Le Seigneur des Anneaux,,,286,286,291,"CHAPITRE QUATRE SYLVEBARBE étaient aussi tranquilles qu'une jeune feuille, et leur langage était aussi doux.","CHAPITRE QUATR SYLVEBARBE être aussi tranquille queun jeune feuille, et son langage être aussi doux."
16914,Le Seigneur des Anneaux,,,286,286,291,"Et puis il y a des arbres, dans les vallées sous les montagnes, qui ont une santé de fer et qui sont mauvais de bout en bout.","Et pouvoir il y avoir un arbre, dans le vallée sou le montagne, qui avoir un santé de fer et qui être mauvais de bout en bout."
16915,Le Seigneur des Anneaux,,,286,286,291,Ce genre de choses semble s'étendre.,Ce genre de chose sembler seétendre.
16916,Le Seigneur des Anneaux,,,286,286,291,Il existait autrefois des parties très dangereuses dans ce pays.,Il exister autrefois de party très dangereux dans ce pays.
16917,Le Seigneur des Anneaux,,,286,286,291,"Il y a encore des morceaux très noirs» «Telle la Vieille Forêt dans le Nord, vous voulez dire?","Il y avoir encore un morceau très noir» «Tel le Vieille Forêt dans le Nord, vous vouloir dire?"
16918,Le Seigneur des Anneaux,,,286,286,291,» Demanda Merry.,» Demander Merry.
16919,Le Seigneur des Anneaux,,,286,286,291,"«Oui, oui, quelque chose dans ce genre là, mais bien pire.","«Oui, oui, quelque chose dans ce genre là, mais bien pire."
16920,Le Seigneur des Anneaux,,,286,286,291,"Je ne doute pas qu'il n'y ait quelque ombre des Grandes Ténèbres qui reste encore là-bas dans le Nord, et on transmet de mauvais souvenirs.","Je ne doute pas queil ney avoir quelque ombre de Grand Ténèbre qui reste encore là-bas dans le Nord, et on transmettre de mauvais souvenir."
16921,Le Seigneur des Anneaux,,,286,286,291,"Mais il y a des combes creuses dans ce pays, d'où l'Obscurité n'a jamais été enlevée, et les arbres sont plus vieux que moi.","Mais il y avoir un combe creux dans ce pays, deoù leObscurité neavoir jamais être enlever, et le arbre être plus vieux que moi."
16922,Le Seigneur des Anneaux,,,286,286,291,Nous faisons cependant ce que nous pouvons.,Nous faire cependant ce que nous pouvoir.
16923,Le Seigneur des Anneaux,,,286,286,291,"Nous repoussons les étrangers et les imprudents, nous formons et nous enseignons, nous marchons et nous désherbons.","Nous repousser le étranger et le imprudent, nous former et nous enseigner, nous marcher et nous désherber."
16924,Le Seigneur des Anneaux,,,286,286,291,"«Nous sommes des gardiens d'arbres, nous autres vieux Ss.","«Nous être un gardien dearbre, nous autre vieux Ss."
16925,Le Seigneur des Anneaux,,,286,286,291,Nous restons assez peu nombreux.,Nous rester assez peu nombreux.
16926,Le Seigneur des Anneaux,,,286,286,291,"Les moutons finissent par ressembler aux bergers et les bergers aux moutons, à ce qu'on dit, mais lentement, et aucuns ne restent longtemps au monde.","Le mouton finir par ressembler à berger et le berger à mouton, à ce queon dire, mais lentement, et aucun ne rester longtemps au monde."
